delivery_id,drone_id,route_id,delivery_date,departure_time,weather_condition,temperature,wind_speed,precipitation_mm,distance_km,battery_level_start,package_weight_kg,package_type,delivery_zone,delivery_area,traffic_congestion,pilot_experience_years,drone_model,battery_consumption_rate,landing_accuracy_m,flight_duration_min,battery_level_end,arrival_time,delivery_success
D-000369,DRN-008-B,RT-KZN-SPB-02,2023-12-20,2023-01-01 13:49:00,Rainy,6.59,5.06,2.61,2.89,99.57,19.11,Fragile,Rural,Urban,High,4.78,ND-Heavy-Lift-X1,125.05,2.02,12.73,73.03,2023-01-01 14:01:43.939245594,0
D-000370,DRN-092-B,RT-SPB-SPB-11,2023-10-19,2023-01-01 09:16:00,Sunny,11.04,10.18,2.15,1.98,80.6,8.26,Standard,Residential,Urban,Low,8.48,ND-AllTerrain-X1,76.66,1.56,8.25,70.06,2023-01-01 09:24:15.118466616,0
D-000371,DRN-008-B,RT-MOW-NSK-01,2023-03-22,2023-01-01 17:05:00,Sunny,23.55,0.71,0.3,2.51,92.71,3.32,Hazardous,Residential,Urban,High,2.27,ND-Speedster-X1,48.85,1.36,4.59,88.97,2023-01-01 17:09:35.215306404,1
D-000372,DRN-060-B,RT-KZN-EKB-11,2023-08-08,2023-01-01 15:32:00,Rainy,17.62,2.55,0.6,3.98,84.87,9.75,Standard,Commercial,Suburban,Low,2.33,ND-Light-Carry-X1,75.9,0.91,13.18,68.2,2023-01-01 15:45:10.704646188,1
D-000373,DRN-028-A,RT-NSK-MOW-06,2023-03-26,2023-01-01 17:52:00,Stormy,40.72,5.37,0.72,3.38,94.56,3.71,Standard,Commercial,Urban,Low,3.35,ND-Light-Carry-X1,45.81,2.4,17.09,81.51,2023-01-01 18:09:05.479478652,1
D-000374,DRN-041-C,RT-NSK-MOW-09,2023-03-24,2023-01-01 14:00:00,Cloudy,5.33,1.35,1.02,0.73,95.45,4.24,Standard,Industrial,Urban,Low,2.1,ND-Heavy-Lift-X1,47.18,1.88,4.91,91.59,2023-01-01 14:04:54.863689572,1
D-000375,DRN-063-A,RT-SPB-MOW-12,2023-11-15,2023-01-01 14:51:00,Foggy,-1.74,10.14,0.05,9.24,95.25,8.55,Fragile,Residential,Suburban,Low,4.62,ND-Light-Carry-X1,69.44,1.82,38.39,50.82,2023-01-01 15:29:23.645097624,0
D-000376,DRN-073-A,RT-KZN-NSK-04,2023-03-08,2023-01-01 08:23:00,Sunny,36.47,8.77,1.35,1.62,88.71,4.63,Oversized,Commercial,Rural,Medium,2.99,ND-Heavy-Lift-X1,56.53,1.73,14.59,74.97,2023-01-01 08:37:35.145151536,1
D-000377,DRN-084-A,RT-NSK-EKB-03,2023-08-22,2023-01-01 11:06:00,Cloudy,-2.17,0.44,0.66,1.7,83.16,14.77,Oversized,Commercial,Rural,Low,2.23,ND-AllTerrain-X1,102.35,1.81,7.57,70.25,2023-01-01 11:13:34.097668272,1
D-000378,DRN-092-A,RT-SPB-MOW-17,2023-07-17,2023-01-01 14:36:00,Cloudy,23.2,0.11,1.24,0.83,91.7,10.35,Fragile,Commercial,Urban,High,3.04,ND-AllTerrain-X1,76.39,1.57,4.52,85.94,2023-01-01 14:40:31.417858134,1
D-000379,DRN-013-B,RT-SPB-EKB-13,2023-09-16,2023-01-01 18:15:00,Stormy,3.26,15.0,0.01,5.38,95.78,4.07,Hazardous,Residential,Urban,High,2.4,ND-Heavy-Lift-X1,51.74,2.36,30.61,69.39,2023-01-01 18:45:36.315004440,1
D-000380,DRN-035-A,RT-EKB-MOW-19,2023-06-26,2023-01-01 07:34:00,Sunny,-9.83,12.54,0.58,0.95,98.24,6.56,Oversized,Residential,Urban,Low,5.08,ND-AllTerrain-X1,63.31,3.23,3.72,94.31,2023-01-01 07:37:43.428143124,1
D-000381,DRN-006-B,RT-KZN-EKB-18,2023-10-25,2023-01-01 08:19:00,Cloudy,10.5,2.19,2.2,3.14,89.05,2.19,Perishable,Residential,Urban,Medium,2.26,ND-Speedster-X1,39.59,1.64,15.9,78.56,2023-01-01 08:34:53.900364936,1
D-000382,DRN-069-C,RT-NSK-EKB-03,2023-10-07,2023-01-01 15:22:00,Sunny,25.79,0.21,1.04,6.4,84.91,2.46,Standard,Commercial,Urban,Medium,2.06,ND-Speedster-X1,40.39,1.66,18.34,72.57,2023-01-01 15:40:20.301119514,1
D-000383,DRN-025-B,RT-KZN-MOW-12,2023-10-27,2023-01-01 17:41:00,Cloudy,0.34,3.86,2.33,19.48,82.38,12.22,Fragile,Commercial,Urban,Medium,5.57,ND-Light-Carry-X1,91.17,2.11,85.93,0.0,2023-01-01 19:06:55.780538148,1
D-000384,DRN-010-B,RT-SPB-KZN-04,2023-05-09,2023-01-01 11:34:00,Stormy,21.91,1.39,1.8,4.72,95.95,5.5,Standard,Residential,Urban,Low,2.15,ND-Light-Carry-X1,57.73,1.18,17.16,79.44,2023-01-01 11:51:09.632921640,1
D-000385,DRN-005-C,RT-SPB-EKB-20,2023-06-29,2023-01-01 19:22:00,Cloudy,24.15,11.04,2.9,3.84,90.71,2.1,Standard,Industrial,Urban,Medium,4.1,ND-AllTerrain-X1,41.69,1.7,16.02,79.58,2023-01-01 19:38:01.135607616,1
D-000386,DRN-033-B,RT-NSK-KZN-04,2023-10-19,2023-01-01 09:09:00,Rainy,-0.26,6.33,0.01,12.3,93.48,7.97,Perishable,Industrial,Rural,Medium,5.41,ND-Light-Carry-X1,64.58,2.25,60.02,28.88,2023-01-01 10:09:01.438581594,1
D-000387,DRN-065-B,RT-MOW-EKB-03,2023-07-26,2023-01-01 16:10:00,Stormy,12.27,4.19,0.45,2.19,83.18,1.26,Standard,Residential,Suburban,Medium,2.34,ND-Speedster-X1,33.02,1.41,11.27,76.98,2023-01-01 16:21:16.066485690,1
D-000388,DRN-096-C,RT-SPB-SPB-18,2023-10-21,2023-01-01 13:54:00,Sunny,33.92,1.34,1.19,7.86,80.13,1.83,Standard,Industrial,Urban,High,1.7,ND-Light-Carry-X1,37.82,2.2,38.17,56.08,2023-01-01 14:32:10.032534444,1
D-000389,DRN-049-C,RT-MOW-NSK-12,2023-12-04,2023-01-01 12:08:00,Rainy,22.81,4.83,4.25,2.66,99.35,3.83,Fragile,Residential,Suburban,Low,3.77,ND-Speedster-X1,45.13,1.09,8.22,93.17,2023-01-01 12:16:13.346833656,1
D-000390,DRN-085-B,RT-MOW-NSK-03,2023-06-24,2023-01-01 13:11:00,Sunny,11.86,1.37,1.71,18.64,96.22,6.67,Standard,Industrial,Urban,Medium,3.24,ND-Heavy-Lift-X1,64.78,1.93,78.84,11.09,2023-01-01 14:29:50.645294826,1
D-000391,DRN-063-A,RT-KZN-NSK-01,2023-01-29,2023-01-01 06:31:00,Sunny,19.98,0.15,0.91,9.93,88.0,3.58,Perishable,Rural,Urban,High,5.54,ND-AllTerrain-X1,49.9,0.98,52.49,44.34,2023-01-01 07:23:29.624890050,1
D-000392,DRN-086-C,RT-EKB-KZN-04,2023-06-28,2023-01-01 12:14:00,Cloudy,6.78,2.84,0.21,1.69,89.14,4.12,Hazardous,Residential,Suburban,High,1.47,ND-Speedster-X1,48.78,1.69,9.95,81.06,2023-01-01 12:23:56.924359488,1
D-000393,DRN-027-A,RT-MOW-SPB-01,2023-02-10,2023-01-01 08:27:00,Rainy,28.36,2.68,1.02,6.51,98.58,5.84,Standard,Industrial,Urban,Low,4.24,ND-Light-Carry-X1,61.17,1.99,34.38,63.53,2023-01-01 09:01:22.646439624,1
D-000394,DRN-077-A,RT-NSK-KZN-09,2023-07-11,2023-01-01 09:37:00,Cloudy,28.36,5.76,0.87,2.63,84.15,8.39,Standard,Residential,Suburban,Medium,3.02,ND-Heavy-Lift-X1,72.63,1.32,6.92,75.77,2023-01-01 09:43:55.477447482,1
D-000395,DRN-098-A,RT-EKB-KZN-05,2023-12-10,2023-01-01 10:39:00,Sunny,16.45,8.03,2.26,5.04,96.06,16.42,Hazardous,Rural,Urban,Low,1.73,ND-AllTerrain-X1,112.78,1.41,12.61,72.35,2023-01-01 10:51:36.713647620,1
D-000396,DRN-099-C,RT-NSK-KZN-09,2023-08-25,2023-01-01 07:52:00,Stormy,17.77,1.75,0.8,4.9,80.36,0.49,Perishable,Commercial,Suburban,Medium,2.25,ND-Heavy-Lift-X1,23.84,1.2,19.81,72.49,2023-01-01 08:11:48.685788756,1
D-000397,DRN-001-A,RT-SPB-NSK-06,2023-10-31,2023-01-01 10:14:00,Rainy,3.01,2.39,0.58,0.21,97.51,4.18,Standard,Commercial,Suburban,Medium,1.85,ND-Heavy-Lift-X1,50.32,2.04,5.74,92.7,2023-01-01 10:19:44.648818500,1
D-000398,DRN-055-B,RT-NSK-MOW-15,2023-08-13,2023-01-01 08:45:00,Sunny,-1.22,2.54,0.14,6.6,91.79,2.91,Standard,Industrial,Rural,Medium,1.35,ND-Light-Carry-X1,42.75,1.91,29.46,70.79,2023-01-01 09:14:27.623315082,1
D-000399,DRN-092-A,RT-EKB-NSK-01,2023-04-24,2023-01-01 15:14:00,Cloudy,10.48,1.57,0.07,0.67,89.55,14.29,Oversized,Residential,Urban,Medium,1.31,ND-Speedster-X1,101.01,1.86,-3.39,95.26,2023-01-01 15:10:36.445912560,1
D-000400,DRN-069-C,RT-EKB-KZN-19,2023-10-05,2023-01-01 18:52:00,Sunny,13.95,5.44,0.87,5.64,94.13,8.73,Perishable,Residential,Urban,Low,2.7,ND-AllTerrain-X1,72.35,1.8,20.14,69.84,2023-01-01 19:12:08.606531850,1
D-000401,DRN-005-B,RT-MOW-MOW-14,2023-12-21,2023-01-01 09:58:00,Cloudy,27.75,2.95,0.64,5.44,81.35,15.42,Standard,Residential,Urban,High,0.47,ND-AllTerrain-X1,103.48,1.9,28.01,33.05,2023-01-01 10:26:00.357467430,1
D-000402,DRN-003-A,RT-EKB-MOW-13,2023-01-17,2023-01-01 10:25:00,Cloudy,26.07,9.81,1.22,4.95,83.91,13.99,Standard,Commercial,Rural,Medium,0.89,ND-Speedster-X1,98.94,1.29,26.09,40.89,2023-01-01 10:51:05.488493022,1
D-000403,DRN-023-A,RT-MOW-EKB-19,2023-03-27,2023-01-01 14:22:00,Cloudy,17.22,4.2,1.87,3.8,88.14,3.02,Perishable,Industrial,Urban,Low,1.31,ND-Heavy-Lift-X1,43.83,1.28,11.69,79.6,2023-01-01 14:33:41.305643694,1
D-000404,DRN-053-A,RT-MOW-MOW-05,2023-11-13,2023-01-01 06:50:00,Sunny,29.29,0.95,0.06,5.62,92.36,20.35,Perishable,Industrial,Urban,Medium,5.16,ND-Speedster-X1,134.45,1.75,30.61,23.78,2023-01-01 07:20:36.333273330,1
D-000405,DRN-074-B,RT-MOW-MOW-13,2023-12-11,2023-01-01 14:03:00,Rainy,3.68,0.72,1.03,4.64,82.89,6.21,Standard,Commercial,Urban,Medium,5.12,ND-Speedster-X1,60.61,2.01,23.35,59.3,2023-01-01 14:26:21.272938350,1
D-000406,DRN-083-A,RT-EKB-SPB-10,2023-06-30,2023-01-01 09:09:00,Sunny,27.93,1.86,2.97,1.19,87.59,4.99,Hazardous,Industrial,Urban,Low,5.17,ND-Speedster-X1,53.26,1.8,1.28,86.46,2023-01-01 09:10:16.664181864,1
D-000407,DRN-085-B,RT-MOW-KZN-03,2023-12-03,2023-01-01 11:02:00,Cloudy,5.51,1.7,0.91,2.1,85.22,0.64,Standard,Residential,Rural,Medium,4.36,ND-AllTerrain-X1,29.44,1.75,18.26,76.26,2023-01-01 11:20:15.338978579,1
D-000408,DRN-073-B,RT-NSK-SPB-20,2023-12-17,2023-01-01 08:30:00,Sunny,29.88,2.09,1.1,2.18,92.91,7.99,Standard,Industrial,Suburban,Medium,4.95,ND-Light-Carry-X1,78.14,1.01,6.61,84.3,2023-01-01 08:36:36.810759348,1
D-000409,DRN-001-C,RT-SPB-MOW-19,2023-05-25,2023-01-01 14:28:00,Cloudy,14.84,0.81,1.0,1.38,98.39,5.2,Standard,Residential,Urban,Medium,4.17,ND-Speedster-X1,58.96,1.6,4.13,94.32,2023-01-01 14:32:08.079934710,1
D-000410,DRN-045-A,RT-KZN-KZN-01,2023-11-11,2023-01-01 10:45:00,Sunny,-8.98,15.31,0.74,7.06,83.32,10.44,Oversized,Residential,Rural,Low,4.77,ND-Speedster-X1,82.69,2.35,32.51,38.52,2023-01-01 11:17:30.476449919,1
D-000411,DRN-004-B,RT-SPB-MOW-05,2023-08-13,2023-01-01 12:52:00,Cloudy,23.76,0.63,0.18,2.87,83.79,1.65,Hazardous,Commercial,Urban,High,6.07,ND-AllTerrain-X1,33.99,1.47,11.86,77.07,2023-01-01 13:03:51.529301112,1
D-000412,DRN-065-A,RT-NSK-KZN-07,2023-02-23,2023-01-01 11:23:00,Cloudy,24.71,4.23,0.2,2.33,92.01,3.53,Standard,Residential,Rural,Medium,2.08,ND-Light-Carry-X1,43.09,1.54,17.68,79.31,2023-01-01 11:40:40.773344538,1
D-000413,DRN-032-B,RT-KZN-KZN-18,2023-10-31,2023-01-01 13:33:00,Sunny,9.52,0.05,0.3,3.66,89.07,2.94,Standard,Commercial,Suburban,Low,4.97,ND-Heavy-Lift-X1,49.7,1.34,20.3,72.26,2023-01-01 13:53:17.755922598,1
D-000414,DRN-092-C,RT-KZN-MOW-05,2023-03-09,2023-01-01 16:56:00,Sunny,10.54,2.09,2.36,3.32,94.36,18.67,Perishable,Industrial,Urban,Medium,3.06,ND-Light-Carry-X1,128.2,1.67,16.24,59.67,2023-01-01 17:12:14.262627360,1
D-000415,DRN-072-C,RT-MOW-EKB-08,2023-04-17,2023-01-01 15:59:00,Cloudy,13.09,1.48,0.48,5.91,85.76,4.6,Fragile,Commercial,Urban,Low,0.52,ND-AllTerrain-X1,53.85,1.56,27.86,60.76,2023-01-01 16:26:51.443426034,1
D-000416,DRN-026-B,RT-EKB-EKB-02,2023-11-30,2023-01-01 17:27:00,Sunny,-8.1,1.93,4.44,2.8,90.9,1.65,Standard,Residential,Rural,Low,4.42,ND-Heavy-Lift-X1,35.82,2.14,8.69,85.71,2023-01-01 17:35:41.548944048,1
D-000417,DRN-034-B,RT-KZN-MOW-05,2023-03-18,2023-01-01 19:53:00,Cloudy,-13.38,2.76,2.49,1.35,87.74,0.28,Hazardous,Commercial,Urban,Medium,1.75,ND-Light-Carry-X1,29.75,3.23,3.99,85.76,2023-01-01 19:56:59.240156046,1
D-000418,DRN-003-C,RT-SPB-SPB-01,2023-01-27,2023-01-01 12:02:00,Cloudy,30.62,3.67,1.73,1.64,85.63,8.51,Perishable,Industrial,Rural,Medium,14.04,ND-Speedster-X1,69.93,1.62,0.22,85.37,2023-01-01 12:02:13.227184602,1
D-000419,DRN-050-A,RT-EKB-SPB-01,2023-12-10,2023-01-01 09:21:00,Rainy,5.11,3.5,1.91,5.2,94.59,9.4,Standard,Commercial,Rural,High,1.0,ND-Light-Carry-X1,83.22,1.67,25.79,58.81,2023-01-01 09:46:47.639859486,1
D-000420,DRN-054-A,RT-MOW-EKB-16,2023-06-04,2023-01-01 12:37:00,Foggy,37.26,3.98,0.07,4.11,95.92,1.9,Fragile,Industrial,Suburban,High,1.31,ND-Heavy-Lift-X1,38.9,1.97,29.75,76.63,2023-01-01 13:06:44.985823356,1
D-000421,DRN-094-B,RT-KZN-KZN-18,2023-03-13,2023-01-01 10:45:00,Cloudy,31.44,7.45,1.26,1.86,86.58,4.97,Fragile,Residential,Urban,Medium,6.14,ND-Light-Carry-X1,57.29,2.24,5.04,81.76,2023-01-01 10:50:02.672665008,1
D-000422,DRN-057-A,RT-EKB-SPB-12,2023-06-29,2023-01-01 17:17:00,Rainy,33.81,8.71,4.25,6.4,92.46,14.04,Fragile,Commercial,Urban,Medium,1.09,ND-Heavy-Lift-X1,103.06,1.86,17.98,61.58,2023-01-01 17:34:58.520077698,0
D-000423,DRN-047-C,RT-MOW-SPB-09,2023-02-16,2023-01-01 17:30:00,Rainy,7.2,5.35,0.06,13.71,83.57,6.09,Fragile,Residential,Suburban,Medium,5.3,ND-Speedster-X1,56.57,1.61,62.29,24.84,2023-01-01 18:32:17.180368098,1
D-000424,DRN-079-A,RT-NSK-EKB-19,2023-08-30,2023-01-01 12:04:00,Stormy,-4.3,0.33,0.52,5.01,95.82,6.08,Fragile,Commercial,Suburban,Low,1.09,ND-Speedster-X1,60.64,2.16,21.66,73.93,2023-01-01 12:25:39.366795318,1
D-000425,DRN-085-B,RT-SPB-MOW-10,2023-12-25,2023-01-01 17:40:00,Sunny,1.96,13.01,0.08,2.88,85.63,2.88,Standard,Commercial,Urban,Low,2.71,ND-Light-Carry-X1,43.54,2.71,14.27,75.27,2023-01-01 17:54:16.305261738,1
D-000426,DRN-066-C,RT-NSK-SPB-14,2023-10-04,2023-01-01 18:42:00,Rainy,9.64,11.78,1.27,5.61,83.42,8.03,Standard,Commercial,Rural,High,1.3,ND-AllTerrain-X1,74.01,1.63,24.09,53.71,2023-01-01 19:06:05.133726660,1
D-000427,DRN-051-C,RT-KZN-NSK-02,2023-11-09,2023-01-01 09:13:00,Stormy,-13.48,4.98,0.19,4.15,98.8,8.53,Perishable,Commercial,Rural,Medium,2.27,ND-Heavy-Lift-X1,74.44,2.89,9.05,87.58,2023-01-01 09:22:02.782860930,1
D-000428,DRN-038-B,RT-MOW-SPB-09,2023-04-15,2023-01-01 15:43:00,Cloudy,9.29,2.91,0.98,2.57,88.45,2.73,Oversized,Commercial,Urban,Medium,1.76,ND-AllTerrain-X1,43.49,1.8,6.29,83.89,2023-01-01 15:49:17.666042766,1
D-000429,DRN-038-B,RT-KZN-SPB-07,2023-04-05,2023-01-01 07:06:00,Cloudy,12.58,1.15,1.91,13.1,92.87,3.77,Oversized,Rural,Suburban,Low,2.12,ND-AllTerrain-X1,49.28,1.73,42.75,57.76,2023-01-01 07:48:44.709425712,1
D-000430,DRN-098-B,RT-KZN-NSK-15,2023-08-07,2023-01-01 12:32:00,Foggy,-0.53,5.65,0.27,8.32,96.18,9.58,Standard,Residential,Suburban,Medium,3.85,ND-Light-Carry-X1,75.85,2.23,40.21,45.35,2023-01-01 13:12:12.326375334,1
D-000431,DRN-030-C,RT-NSK-MOW-07,2023-06-19,2023-01-01 16:44:00,Cloudy,2.51,8.41,2.11,4.49,93.72,5.91,Fragile,Commercial,Urban,Low,0.45,ND-AllTerrain-X1,56.71,2.03,20.8,74.06,2023-01-01 17:04:47.965971768,1
D-000432,DRN-091-C,RT-EKB-SPB-05,2023-10-10,2023-01-01 10:50:00,Cloudy,12.35,4.38,0.09,0.59,91.29,6.14,Hazardous,Residential,Urban,High,4.42,ND-Light-Carry-X1,58.41,1.37,1.21,90.11,2023-01-01 10:51:12.767487246,1
D-000433,DRN-063-B,RT-MOW-MOW-01,2023-05-08,2023-01-01 14:08:00,Rainy,19.28,3.97,0.24,2.15,87.43,1.98,Standard,Residential,Suburban,Low,3.48,ND-Heavy-Lift-X1,41.39,1.05,3.08,85.3,2023-01-01 14:11:05.038017270,1
D-000434,DRN-052-A,RT-SPB-NSK-14,2023-07-19,2023-01-01 12:27:00,Cloudy,4.31,0.86,0.49,3.14,98.37,4.19,Oversized,Residential,Urban,Medium,6.38,ND-Light-Carry-X1,53.71,2.27,11.92,87.7,2023-01-01 12:38:55.450401090,1
D-000435,DRN-038-A,RT-EKB-SPB-09,2023-11-28,2023-01-01 14:11:00,Sunny,18.51,1.77,2.39,2.81,82.67,3.84,Standard,Commercial,Suburban,Low,4.04,ND-Light-Carry-X1,51.08,1.0,2.65,80.41,2023-01-01 14:13:39.066047436,1
D-000436,DRN-088-C,RT-SPB-KZN-06,2023-02-04,2023-01-01 07:26:00,Cloudy,16.64,5.14,2.85,4.51,97.68,11.94,Oversized,Industrial,Suburban,High,2.97,ND-Light-Carry-X1,84.99,1.02,17.97,72.22,2023-01-01 07:43:58.147690188,1
D-000437,DRN-030-C,RT-MOW-EKB-06,2023-12-20,2023-01-01 15:55:00,Cloudy,15.56,0.07,0.37,1.53,94.2,2.37,Perishable,Residential,Urban,Medium,2.0,ND-Light-Carry-X1,42.81,1.7,17.68,81.58,2023-01-01 16:12:40.703829150,1
D-000438,DRN-051-A,RT-EKB-EKB-03,2023-05-24,2023-01-01 15:09:00,Rainy,7.18,4.1,0.15,1.13,91.43,7.05,Perishable,Rural,Urban,Medium,12.6,ND-Speedster-X1,67.08,2.06,5.8,84.95,2023-01-01 15:14:47.944977900,1
D-000439,DRN-005-A,RT-NSK-SPB-04,2023-10-19,2023-01-01 15:16:00,Cloudy,-1.0,5.82,2.83,8.38,86.49,15.06,Hazardous,Residential,Suburban,Medium,2.18,ND-Light-Carry-X1,110.41,2.03,47.78,0.0,2023-01-01 16:03:46.654680864,1
D-000440,DRN-004-B,RT-MOW-KZN-13,2023-03-07,2023-01-01 08:31:00,Rainy,35.36,1.63,1.57,0.89,82.92,6.76,Hazardous,Industrial,Urban,Medium,4.75,ND-Light-Carry-X1,59.82,1.95,-5.29,88.2,2023-01-01 08:25:42.452852280,1
D-000441,DRN-056-A,RT-MOW-MOW-13,2023-08-07,2023-01-01 13:42:00,Cloudy,22.56,0.32,0.26,13.74,88.86,7.31,Standard,Residential,Urban,Low,3.18,ND-Light-Carry-X1,69.78,1.34,54.02,26.04,2023-01-01 14:36:01.081519050,1
D-000442,DRN-074-A,RT-EKB-SPB-14,2023-02-25,2023-01-01 13:29:00,Cloudy,27.07,6.84,1.22,4.18,95.68,6.32,Standard,Commercial,Urban,High,4.14,ND-Light-Carry-X1,66.41,1.44,13.75,80.46,2023-01-01 13:42:45.084391464,1
D-000443,DRN-084-A,RT-NSK-KZN-07,2023-05-25,2023-01-01 15:23:00,Sunny,14.0,0.61,3.09,5.33,94.91,5.97,Fragile,Commercial,Urban,Medium,4.53,ND-Light-Carry-X1,56.56,1.78,19.9,76.15,2023-01-01 15:42:54.198217320,1
D-000444,DRN-034-B,RT-MOW-KZN-12,2023-08-01,2023-01-01 16:14:00,Cloudy,13.03,1.85,0.11,2.83,92.91,7.62,Standard,Commercial,Urban,Medium,1.27,ND-Speedster-X1,70.07,1.8,12.08,78.81,2023-01-01 16:26:04.594630650,1
D-000445,DRN-053-B,RT-NSK-MOW-06,2023-04-04,2023-01-01 17:10:00,Stormy,20.89,4.91,0.13,5.38,99.85,1.97,Standard,Commercial,Urban,High,3.32,ND-Light-Carry-X1,34.78,1.03,22.47,86.83,2023-01-01 17:32:28.073447514,1
D-000446,DRN-077-B,RT-EKB-SPB-19,2023-04-16,2023-01-01 12:01:00,Sunny,-7.02,6.79,0.48,7.67,99.45,5.84,Hazardous,Industrial,Urban,High,5.22,ND-AllTerrain-X1,59.11,2.6,29.75,70.15,2023-01-01 12:30:44.740887012,1
D-000447,DRN-043-C,RT-EKB-EKB-14,2023-03-25,2023-01-01 08:08:00,Rainy,1.62,7.93,1.58,4.92,88.0,3.07,Fragile,Industrial,Urban,Low,2.25,ND-Light-Carry-X1,42.23,2.62,16.98,76.04,2023-01-01 08:24:59.033987190,1
D-000448,DRN-023-C,RT-MOW-SPB-16,2023-05-16,2023-01-01 07:44:00,Sunny,5.43,3.02,0.29,1.43,83.85,4.06,Hazardous,Rural,Suburban,High,1.3,ND-AllTerrain-X1,52.35,1.89,1.74,82.33,2023-01-01 07:45:44.549701350,1
D-000449,DRN-080-C,RT-EKB-NSK-11,2023-05-26,2023-01-01 12:32:00,Sunny,9.55,2.58,2.54,0.33,89.28,13.87,Standard,Residential,Urban,Low,1.7,ND-Speedster-X1,99.18,1.99,2.81,84.63,2023-01-01 12:34:48.766241964,1
D-000450,DRN-075-B,RT-NSK-EKB-01,2023-09-06,2023-01-01 08:12:00,Sunny,4.44,7.54,2.08,3.91,96.89,3.84,Standard,Residential,Suburban,Medium,6.28,ND-Light-Carry-X1,48.13,2.01,21.25,79.84,2023-01-01 08:33:15.130544172,1
D-000451,DRN-016-A,RT-NSK-KZN-09,2023-01-18,2023-01-01 19:31:00,Rainy,18.99,3.31,1.23,3.04,89.17,2.12,Fragile,Rural,Rural,Low,3.14,ND-Light-Carry-X1,42.42,0.86,18.13,76.35,2023-01-01 19:49:07.615288056,1
D-000452,DRN-067-C,RT-MOW-MOW-17,2023-05-05,2023-01-01 06:21:00,Sunny,15.98,3.46,0.19,4.4,86.72,10.28,Perishable,Residential,Urban,High,4.51,ND-Light-Carry-X1,78.82,1.39,21.08,59.03,2023-01-01 06:42:04.856253288,1
D-000453,DRN-027-A,RT-EKB-MOW-13,2023-01-02,2023-01-01 09:32:00,Rainy,31.71,2.28,6.66,6.02,94.82,15.11,Standard,Residential,Suburban,Low,2.27,ND-Light-Carry-X1,105.63,1.97,23.88,52.78,2023-01-01 09:55:52.794503376,1
D-000454,DRN-032-B,RT-SPB-KZN-01,2023-11-28,2023-01-01 10:19:00,Rainy,44.69,1.87,1.01,1.64,93.0,6.24,Fragile,Residential,Urban,Low,1.78,ND-Light-Carry-X1,63.29,3.05,-1.05,94.11,2023-01-01 10:17:56.804955678,1
D-000455,DRN-061-B,RT-MOW-EKB-06,2023-07-19,2023-01-01 19:26:00,Cloudy,-0.15,2.62,0.9,0.28,99.37,15.41,Oversized,Commercial,Urban,Medium,4.13,ND-Speedster-X1,106.05,2.55,0.79,97.97,2023-01-01 19:26:47.640370470,1
D-000456,DRN-051-C,RT-MOW-KZN-16,2023-05-18,2023-01-01 15:31:00,Cloudy,16.77,1.82,8.13,3.23,90.99,4.81,Oversized,Commercial,Suburban,Medium,0.51,ND-Speedster-X1,54.47,1.2,14.98,77.39,2023-01-01 15:45:58.617035562,0
D-000457,DRN-021-A,RT-SPB-MOW-18,2023-07-22,2023-01-01 19:26:00,Cloudy,16.75,1.68,2.99,2.69,99.35,8.99,Standard,Residential,Rural,Medium,1.48,ND-Light-Carry-X1,74.19,1.27,9.9,87.1,2023-01-01 19:35:54.155111076,0
D-000458,DRN-082-B,RT-MOW-NSK-08,2023-10-09,2023-01-01 15:17:00,Stormy,14.83,20.0,0.91,1.34,85.82,5.67,Standard,Residential,Suburban,Medium,4.34,ND-AllTerrain-X1,62.62,1.24,-0.12,85.95,2023-01-01 15:16:52.582720032,1
D-000459,DRN-061-B,RT-NSK-SPB-05,2023-10-30,2023-01-01 18:22:00,Cloudy,1.98,1.64,0.81,6.09,97.3,4.34,Standard,Commercial,Urban,Low,2.04,ND-Speedster-X1,55.96,2.11,28.2,71.0,2023-01-01 18:50:12.134190036,1
D-000460,DRN-021-B,RT-NSK-SPB-18,2023-01-30,2023-01-01 17:46:00,Sunny,3.99,1.18,0.15,3.83,87.02,4.56,Perishable,Residential,Urban,Medium,3.41,ND-Heavy-Lift-X1,52.57,1.97,12.28,76.26,2023-01-01 17:58:16.801796321,1
D-000461,DRN-001-A,RT-KZN-MOW-15,2023-02-25,2023-01-01 13:03:00,Cloudy,17.88,1.75,3.92,6.16,96.19,7.74,Hazardous,Residential,Urban,Medium,1.86,ND-Light-Carry-X1,68.37,1.85,30.77,61.14,2023-01-01 13:33:45.979586778,1
D-000462,DRN-012-B,RT-SPB-KZN-07,2023-04-29,2023-01-01 14:02:00,Rainy,3.66,3.57,2.78,6.65,98.52,12.51,Standard,Commercial,Suburban,Low,1.89,ND-Heavy-Lift-X1,89.54,1.7,30.63,52.8,2023-01-01 14:32:38.010391980,1
D-000463,DRN-046-B,RT-MOW-NSK-16,2023-05-12,2023-01-01 18:53:00,Rainy,16.91,9.68,0.56,2.46,92.46,11.62,Fragile,Residential,Urban,Medium,11.45,ND-Heavy-Lift-X1,94.85,1.64,-0.08,92.58,2023-01-01 18:52:55.417362582,1
